TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
SjaGzKzeY6z2r8RmJfkX,3/26/2024,15:35:13,BASEB36,NA,Countermovement Jump,,,841.96,0.4597,257.7632,-0.3851,5563.7255,-5123.388,1973,234.3342,1433.2941,170.233,1974,234.4529,1743.7552,207.1067,2094,248.7054,0.302,38.1313,0.204,25.7576,0.286,36.1111,0.615,0.792,120.0607,258.8834,791.5045,378.9441,2.1563,-0.9532,-1.4025,1.6856,3.0033,3.1111,-1216.3072,-14.1717,-1545.2893,-18.0048,2776.9749,32.3556,63.6297,5461.1262,-0.4053,983,991,2.3462,733.4608,699.8333,-2.7698,1018,1076,-0.7002,865.7727,877.9825,-3.4361,2686.2745,2877.451,4.6063,-1.3927,N/A,-4519.8681,2679,1528.8449,318.1861,-27.4356,972,1707,-12.9627,665.3327,863.5121,N/A,0.7765,0.5805,291.8205,3.4001,1.3989,499.684,5.822,3.0164
JaIViTtfRlZ9kB2Cf7p6,3/19/2024,15:32:39,BASEB36,NA,Countermovement Jump,,,842.414,0.4902,266.3222,-0.3957,5545.4545,-4899.8676,1939,230.1719,1485.803,176.3744,1976,234.564,1786.6113,212.0823,2060,244.5353,0.31,39.1909,0.198,25.0316,0.283,35.7775,0.634,0.791,126.838,268.1628,800.202,395.0009,2.1142,-0.9843,-1.489,1.7568,3.1014,3.2071,-1309.9719,-15.2548,-1636.9322,-19.0622,2943.7618,34.2804,65.5222,5626.5853,6.3765,1051,925,6.1889,788.8788,696.9242,-3.8835,990,1070,-1.641,878.6466,907.9647,6.1931,2944.4444,2601.0101,11.6571,-3.1916,N/A,-5360.1562,4819,1619.5456,572.0465,-3.4239,2327,2492,-10.8392,722,897.5456,N/A,0.8015,0.6198,293.636,3.4194,1.477,506.566,5.899,3.1228
XeuhiHSnG78TmR2WmHMv,3/14/2024,12:36:47,BASEB36,NA,Countermovement Jump,,,839.329,0.4488,253.8751,-0.3974,5627.551,-4881.6878,1940,231.137,1457.8265,173.6895,1945,231.7327,1659.9516,197.7713,2059,245.315,0.336,39.905,0.196,23.2779,0.31,36.8171,0.609,0.842,120.672,255.3485,800.721,376.0205,2.1161,-0.9329,-1.4181,1.6173,2.9673,3.0783,-1221.9626,-14.2822,-1606.9943,-18.7824,2576.4184,30.1129,62.6733,5362.233,6.7352,1038,907,6.2499,774.4694,683.3571,-4.4196,984,1075,-1.9563,813.7387,846.2129,10.0635,3096.9388,2530.6122,11.7515,-3.8058,N/A,-4537.0208,2662,1550.0976,317.1581,21.0368,1611,1051,6.2301,823.3354,726.7622,N/A,0.7233,0.533,285.1805,3.3332,1.4104,515.5405,6.0256,2.9845
4dO8L4318pWUTLSALOsn,3/14/2024,12:36:40,BASEB36,NA,Countermovement Jump,,,839.414,0.4593,256.8528,-0.388,5170,-4824.5502,1872,223.0127,1475.915,175.8268,1873,223.1319,1735.5714,206.7599,2054,244.6945,0.305,38.5101,0.2,25.2525,0.287,36.2374,0.607,0.792,126.7782,258.1207,793.6935,384.8989,2.036,-0.953,-1.4869,1.6825,3.0018,3.1104,-1272.884,-14.8758,-1646.9567,-19.2475,2759.8632,32.2538,62.3331,5333.6663,6.0331,993,880,6.002,782.25,693.665,0.2921,1030,1024,0.9827,876.3136,859.2578,5.8027,2735,2435,11.3246,1.9681,N/A,-5081.1716,3330,1489.323,396.7053,18.3183,1970,1360,1.7988,758.0564,731.2665,N/A,0.7664,0.5799,294.661,3.4436,1.4816,499.0325,5.8321,3.0166
Ls5zB5MlHb72NFFVZb4g,3/7/2024,15:29:19,BASEB36,NA,Countermovement Jump,,,851.132,0.4823,266.881,-0.3756,6576.9231,-5453.1281,2048,240.6207,1543.0604,181.2951,2049,240.7382,1869.1597,219.6087,2153,252.9572,0.327,42.3575,0.182,23.5751,0.263,34.0674,0.637,0.772,125.327,268.7483,772.829,394.0753,2.1444,-0.9577,-1.4565,1.7825,3.076,3.181,-1320.8187,-15.2235,-1753.1146,-20.2061,3082.7358,35.5311,65.5741,5689.3216,-3.8555,985,1064,3.0505,795.0659,747.9945,-4.2267,1031,1122,-3.8465,898.6312,970.5285,-17.7945,2703.2967,3873.6264,6.004,-7.4074,N/A,-4592.7132,3430,1465.5712,402.9927,5.1895,1804,1626,3.6334,759.4104,706.1608,N/A,0.8251,0.6247,280.233,3.2299,1.4445,492.596,5.6776,3.0975
ZL5zX33vbjLVi8hHjfq9,3/5/2024,15:22:03,BASEB36,NA,Countermovement Jump,,,860.236,0.4873,271.1309,-0.4076,7305.5556,-5336.3157,2175,252.8376,1607.9722,186.9222,2179,253.3026,1828.2179,212.5252,2175,252.8376,0.36,43.9024,0.18,21.9512,0.28,34.1463,0.635,0.82,133.9295,272.1074,801.7455,406.0369,2.0317,-1.0179,-1.5289,1.8117,3.0919,3.2022,-1445.0314,-16.4789,-1989.8745,-22.6922,3060.1424,34.8974,64.2507,5634.1287,-0.872,1080,1099,0.927,811.4389,796.5333,-1.1494,1075,1100,-2.2522,893.5214,934.6964,-2.2053,3572.2222,3733.3333,1.8506,-4.4005,N/A,-4969.7726,4555,1204.5088,529.5059,10.8233,2524,2031,-22.3133,467.8715,736.6373,N/A,0.7744,0.5942,288.772,3.2931,1.5273,512.9735,5.8499,3.1031
XPQUU2SxJOb5lhNyPqhS,3/5/2024,15:21:53,BASEB36,NA,Countermovement Jump,,,860.075,0.4891,271.582,-0.3993,6287.2928,-4994.1449,1994,231.8402,1590.9061,184.9729,1999,232.4216,1809.784,210.4216,2147,249.6294,0.351,42.8571,0.181,22.1001,0.287,35.0427,0.634,0.819,131.7049,273.5465,807.7665,405.2514,2.077,-0.9575,-1.5152,1.7356,3.0977,3.2066,-1379.5788,-15.7355,-1829.5224,-20.8675,2962.8752,33.7945,66.275,5810.5442,-5.5528,944,1055,3.2714,821.4751,769.4309,-3.8659,1032,1115,-5.276,857.1498,952.6341,-20.5624,2497.2376,3790.0552,6.4224,-10.0198,N/A,-4984.0455,3944,1296.7275,458.5647,19.0162,2347,1597,14.1243,739.9405,556.787,N/A,0.7741,0.5972,287.3785,3.2778,1.5022,520.388,5.9355,3.1201
UhLN7DUQmcuN43zmiaTG,2/29/2024,15:32:20,BASEB36,NA,Countermovement Jump,,,843.305,0.4958,268.1079,-0.3874,6400,-5245.1275,2032,240.9567,1529.0703,181.3188,2030,240.7195,1804.4071,213.9685,2103,249.376,0.32,40.7643,0.185,23.5669,0.28,35.6688,0.644,0.785,126.2696,270.1016,788.508,396.3712,2.1391,-0.9379,-1.4826,1.76,3.1188,3.2178,-1301.6047,-15.1413,-1806.6677,-21.0166,2982.0548,34.6897,66.5293,5719.1165,2.266,1038,992,4.4203,798.3297,730.7405,-5.5635,993,1110,-6.0443,847.6714,956.7357,-10.473,2864.8649,3535.1351,8.5224,-11.3669,N/A,-4786.1318,4549,1513.7713,539.4252,2.4401,2330,2219,-3.0314,733.9415,779.8298,N/A,0.8204,0.6316,282.281,3.2837,1.4689,506.227,5.8888,3.142
9OumK0zB5VYuLwqMVCx1,2/27/2024,15:21:55,BASEB36,NA,Countermovement Jump,,,846.285,0.4905,267.6194,-0.4429,7415.2047,-4788.5243,2121,250.6248,1714.6374,202.6076,2167,256.0603,1751.0912,206.9151,2118,250.2703,0.348,42.6994,0.171,20.9816,0.296,36.319,0.648,0.815,147.8473,268.8646,811.927,416.7119,1.8185,-1.0838,-1.7188,1.7916,3.1022,3.2138,-1662.419,-19.2705,-2258.1657,-26.1763,2922.9038,33.8818,64.0177,5522.6491,-1.0614,1072,1095,0.5399,861.9474,852.6901,-1.6053,1042,1076,-3.6196,843.8547,907.2365,-3.3123,3584.7953,3830.4094,1.0899,-6.9734,N/A,-4003.5732,4109,1468.9575,485.5338,-15.7459,1731,2378,-20.4262,584.4526,884.5049,N/A,0.7951,0.6018,292.562,3.3913,1.7138,519.365,6.0204,3.1166
tSi7VCyx6nH9wPuSS32D,2/27/2024,15:21:48,BASEB36,NA,Countermovement Jump,,,848.159,0.492,268.6247,-0.385,6964.9123,-5296.4996,2039,240.403,1633.3801,192.5795,2051,241.8179,1821.1268,214.7153,2186,257.7347,0.318,41.5686,0.171,22.3529,0.276,36.0784,0.643,0.765,133.6703,269.5431,782.3405,403.2134,2.0165,-0.9523,-1.5473,1.7575,3.107,3.2275,-1412.8862,-16.3418,-2063.4452,-23.8663,3007.2821,34.7829,68.1328,5890.6686,0.0488,1026,1025,1.7372,830.8772,802.5029,-2.2873,1068,1118,-0.2978,907.8514,913.2754,-1.9312,3415.2047,3549.7076,3.4309,-0.6014,N/A,-4527.3292,3741,1290.8289,441.073,56.4822,2927,814,4.9512,677.37,613.459,N/A,0.8405,0.6432,278.7055,3.2236,1.5461,503.635,5.8252,3.1176
A10O9EkQtsAKWNj0QuB4,2/20/2024,15:24:49,BASEB36,NA,Countermovement Jump,,,847.49,0.4933,268.7665,-0.424,7622.8571,-5131.4807,2176,256.7582,1651.5029,194.8699,2179,257.1122,1771.8763,209.0734,2175,256.6402,0.331,41.5307,0.175,21.9573,0.291,36.5119,0.645,0.797,140.0292,270.0634,805.023,410.0927,1.9286,-1.0446,-1.6266,1.8548,3.1111,3.2199,-1538.3755,-17.8072,-2041.4101,-23.6301,3012.9909,34.8764,62.285,5380.8308,1.7898,1109,1070,4.0839,859.4743,792.0286,1.1494,1100,1075,-2.5907,862.9863,908.89,-7.4963,3525.7143,4097.1429,7.8963,-5.0371,N/A,-5169.2788,4464,1263.4526,526.7319,-2.0161,2187,2277,3.9991,656.9899,606.4626,N/A,0.8093,0.619,288.34,3.3376,1.6209,516.683,5.9808,3.1261
Aj3X1FJX9KYFpvG9siKh,2/20/2024,15:24:41,BASEB36,NA,Countermovement Jump,,,847.684,0.4919,268.438,-0.3785,9006.5359,-5867.9621,2221,262.008,1731.1307,204.2189,2225,262.4799,1829.2993,215.7997,2221,262.008,0.327,43.3687,0.153,20.2918,0.274,36.3395,0.632,0.754,134.4728,270.0566,766.4905,404.5294,2.0083,-0.9863,-1.5655,1.8006,3.1066,3.2198,-1528.1458,-17.6848,-2156.1039,-24.952,3052.7372,35.3284,66.8257,5774.4193,-0.8539,1103,1122,1.0553,874.6993,856.4314,-1.3057,1096,1125,-2.9448,887.7153,941.5839,-4.9347,4281.0458,4725.4902,2.1188,-5.7187,N/A,-5124.4673,3211,1159.2312,378.7968,5.6369,1696,1515,-2.3487,566.0024,593.2288,N/A,0.8382,0.6524,264.1685,3.0571,1.5562,502.322,5.8132,3.1253
6iX272yox2uldRPPITlE,2/15/2024,15:15:18,BASEB36,NA,Countermovement Jump,,,858.356,0.4793,268.3252,-0.3955,6136.612,-5009.3148,1981,230.79,1588.3443,185.0449,2020,235.3336,1820.5771,212.1005,2132,248.3818,0.316,40.617,0.183,23.5219,0.279,35.8612,0.64,0.778,133.0204,269.4277,799.0085,402.448,2.0255,-0.9671,-1.5235,1.7206,3.0666,3.1675,-1384.9957,-15.8289,-1874.038,-21.4181,2956.1613,33.7854,65.2931,5713.0156,2.3762,1034,986,5.9659,841.5519,746.7923,-4.2214,1021,1111,-2.2064,890.2043,930.3728,-7.9252,2825.1366,3311.4754,11.3064,-4.3057,N/A,-4173.1758,3939,1347.4419,458.9005,-12.0081,1733,2206,-1.8841,661.0276,686.4142,N/A,0.8226,0.6161,290.0995,3.3155,1.5203,508.909,5.8162,3.0792
OD4zxiohdQP8GjzG26MH,2/13/2024,15:35:10,BASEB36,NA,Countermovement Jump,,,854.06,0.4933,270.8505,-0.3966,7863.9053,-5506.6658,2184,255.7197,1664.2663,194.8653,2221,260.052,1823.9179,213.5585,2184,255.7197,0.304,40.3718,0.169,22.4436,0.28,37.1846,0.64,0.753,136.2559,272.6412,792.37,408.8971,2.001,-1.0425,-1.576,1.8319,3.1111,3.2195,-1530.1248,-17.5755,-2012.8038,-23.1197,3073.9381,35.3082,63.8355,5557.5303,-2.2963,1085,1136,0.9233,839.8166,824.4497,-2.381,1066,1118,-2.8931,885.575,938.3429,-17.231,3254.4379,4609.4675,1.9132,-5.6234,N/A,-5302.6155,4095,1255.1563,479.4745,-1.9292,2008,2087,7.872,676.9811,578.1752,N/A,0.8499,0.6551,280.592,3.223,1.5651,511.778,5.8784,3.1316
ZyYlxOU1OpikXN2Yfg9i,2/13/2024,15:35:02,BASEB36,NA,Countermovement Jump,,,854.57,0.4832,268.233,-0.3898,7759.0361,-5495.01,2142,250.6524,1676.741,196.2087,2164,253.2268,1832.8796,214.4797,2138,250.1843,0.317,41.8758,0.166,21.9287,0.274,36.1955,0.637,0.757,135.8299,269.1128,780.9535,404.9427,1.9812,-0.9962,-1.5599,1.8034,3.0792,3.1929,-1489.7273,-17.1013,-1968.4533,-22.5968,3053.0082,35.0469,64.6989,5636.0551,3.2348,1117,1047,4.5754,876.7289,800.012,2.5257,1096,1042,-2.5971,892.6387,940.2409,2.3292,3969.8795,3789.1566,8.7591,-5.0362,N/A,-4956.7221,3173,1228.1504,371.2978,-26.5049,1166,2007,-13.7853,529.4229,698.7275,N/A,0.8415,0.6384,277.6885,3.1877,1.5593,503.265,5.7772,3.0893
OV8wjAvd3DBg9Odqa0Ji,2/8/2024,15:34:58,BASEB36,NA,Countermovement Jump,,,862.608,0.475,268.4465,-0.429,6967.2131,-4986.3762,2139,247.9689,1642.8852,190.4556,2152,249.476,1796.7778,208.296,2140,248.0849,0.342,42.0664,0.183,22.5092,0.288,35.4244,0.651,0.813,142.1477,270.0934,818.5295,412.2411,1.9001,-1.0621,-1.6258,1.803,3.0529,3.1603,-1551.1901,-17.6409,-2002.8206,-22.7771,2982.5788,33.9193,61.045,5367.7788,-3.9033,1034,1118,0.4623,825.2404,817.6448,-3.4579,1033,1107,-3.5283,866.691,930.0868,-5.8824,3278.6885,3688.5246,0.9468,-6.8141,N/A,-4152.9499,4141,1185.3029,480.0558,1.4731,2101,2040,10.6181,655.5796,529.7233,N/A,0.8007,0.5843,300.005,3.4118,1.6166,518.5245,5.8969,3.0716
PUnn21FjzNzTnAbMJe9s,2/8/2024,15:34:50,BASEB36,NA,Countermovement Jump,,,860.325,0.4728,267.1067,-0.3957,6604.2781,-5306.4772,2100,244.0938,1573.5936,182.9069,2101,244.21,1836.3066,213.4434,2102,244.3263,0.302,39.5806,0.187,24.5085,0.274,35.9109,0.629,0.763,132.7577,268.4489,797.8165,401.2067,2.0221,-0.9952,-1.5197,1.7872,3.0457,3.1484,-1397.7423,-15.938,-1769.1457,-20.173,3026.7992,34.5136,62.5506,5485.6109,-3.0938,1018,1083,3.1734,811.7647,761.8289,-3.3302,1016,1086,-4.8133,873.9599,962.3467,-11.2551,2930.4813,3673.7968,6.208,-9.1727,N/A,-5145.2295,4009,1278.6366,465.9867,-23.123,1541,2468,-16.2861,535.1981,743.4385,N/A,0.8244,0.6197,293.6385,3.3483,1.5138,504.178,5.749,3.061
4cDfVinMCUvFO0EX7sbi,2/8/2024,15:34:43,BASEB36,NA,Countermovement Jump,,,860.267,0.4766,268.1694,-0.3984,7311.1111,-5458.6936,2175,252.8285,1625.0167,188.8968,2190,254.5721,1820.525,211.6233,2175,252.8285,0.31,40.2597,0.18,23.3766,0.28,36.3636,0.631,0.77,136.9894,269.9437,802.656,406.9332,1.9705,-1.0377,-1.573,1.8057,3.0581,3.1777,-1495.3837,-17.0525,-1962.3109,-22.3771,3022.3564,34.4652,63.2046,5542.5962,3.9269,1138,1052,2.1911,830.3111,794.7056,3.2644,1123,1052,-0.6413,904.425,916.1,9.1185,3988.8889,3322.2222,4.2587,-1.2642,N/A,-5297.0066,4354,1159.5405,506.1219,4.961,2285,2069,-8.8632,528.384,631.1564,N/A,0.8195,0.619,291.8375,3.328,1.5622,510.8185,5.8251,3.0783
1ZeBs2eF9282LMXl1oWF,2/6/2024,15:30:05,BASEB36,NA,Countermovement Jump,,,858.709,0.4668,264.8953,-0.4198,7560.4396,-5331.1994,2238,260.6238,1636.522,190.5793,2249,261.9048,1791.5493,208.6329,2235,260.2744,0.325,41.0872,0.182,23.0088,0.284,35.9039,0.637,0.791,140.8685,266.0281,807.055,406.8966,1.8885,-1.0821,-1.6127,1.7985,3.0262,3.1439,-1554.6679,-17.7607,-2105.9488,-24.0586,2960.2506,33.8183,62.1049,5436.2899,1.2005,1138,1111,1.0653,826.978,809.544,1.387,1133,1102,-0.4513,891.7324,899.8169,-1.1628,3736.2637,3824.1758,2.1173,-0.8975,N/A,-4132.3188,4252,1143.0266,495.1619,-14.064,1827,2425,22.6955,701.2209,441.8057,N/A,0.8053,0.5901,297.1535,3.3947,1.6093,509.9015,5.8252,3.0391
Fg2Bit3YmAt4TAuZdRIX,2/6/2024,15:29:58,BASEB36,NA,Countermovement Jump,,,860.223,0.4811,269.4096,-0.4213,7795.1807,-5108.4402,2152,250.1677,1754.0904,203.9111,2300,267.3725,1789.8207,208.0647,2147,249.5864,0.296,39.3617,0.166,22.0745,0.29,38.5638,0.636,0.752,147.7265,270.6403,810.6285,418.3668,1.832,-1.0938,-1.6893,1.7806,3.0724,3.189,-1694.6067,-19.3253,-2360.351,-26.9175,2963.3329,33.7939,64.2286,5632.106,1.7391,1170,1130,0.7442,883.5723,870.5181,-1.2576,1060,1087,-0.6712,888.9034,900.9172,-5.1005,3698.7952,4096.3855,1.5041,-1.343,N/A,-4304.1648,3123,1063.4488,363.0454,9.318,1707,1416,-9.8608,479.2923,584.1565,N/A,0.8457,0.6398,290.5235,3.3131,1.6847,520.105,5.9313,3.0864
XhypSsAJCgH8yEJPGK0o,2/6/2024,15:29:52,BASEB36,NA,Countermovement Jump,,,858.56,0.4836,269.5799,-0.4058,8220.8589,-5415.9409,2198,256.0101,1740.8405,202.7628,2210,257.4078,1824.0753,212.4575,2199,256.1265,0.318,41.8421,0.163,21.4474,0.279,36.7105,0.636,0.76,143.1357,270.4648,793.084,413.6005,1.8896,-1.0288,-1.6361,1.8087,3.0802,3.1997,-1601.8774,-18.3032,-2157.3714,-24.6504,3045.6371,34.7998,65.0957,5697.1046,-0.2715,1102,1108,1.9006,886.9632,853.8773,-0.0455,1099,1100,-3.8161,877.233,946.8423,-4.7761,3914.1104,4306.7485,3.7614,-7.3326,N/A,-4826.9358,4091,1132.1113,476.4955,-6.8687,1905,2186,-5.307,536.0149,596.0964,N/A,0.8368,0.6363,283.081,3.2345,1.6355,510.003,5.8273,3.0904
sV34oA4nbhNF6vcDBHNS,2/1/2024,15:40:09,BASEB36,NA,Countermovement Jump,,,866.127,0.4618,265.7714,-0.413,5899.4709,-4808.2817,1986,229.2966,1600.1323,184.7457,2045,236.1086,1762.2357,203.4616,2056,237.3786,0.312,39.0977,0.189,23.6842,0.297,37.218,0.624,0.798,138.1625,267.1168,826.217,405.2793,1.9334,-1.0019,-1.5707,1.7121,3.0102,3.1213,-1444.0068,-16.3552,-1919.0923,-21.7362,2834.0575,32.0993,61.8071,5456.9663,3.4719,1058,987,0.7542,806.1005,794.0317,-1.8482,1009,1047,-1.5281,867.6532,894.5825,6.3677,3137.5661,2761.9048,1.4768,-2.9975,N/A,-4797.4894,4116,1107.2925,475.219,3.7901,2136,1980,11.8299,619.1419,488.1506,N/A,0.782,0.5787,301.8605,3.419,1.5649,524.3565,5.939,3.0254
IHaEQESuk1vcAUieHsZQ,2/1/2024,15:40:01,BASEB36,NA,Countermovement Jump,,,867.928,0.4362,258.815,-0.4261,6976.8786,-4860.3378,2071,238.6143,1703.8728,196.315,2091,240.9186,1761.6759,202.9749,2070,238.499,0.326,41.3181,0.173,21.9265,0.29,36.7554,0.637,0.789,144.0105,260.2089,806.07,404.2193,1.8069,-1.0207,-1.634,1.7019,2.9253,3.049,-1568.6016,-17.7296,-2192.6913,-24.7835,2786.8555,31.4992,59.6523,5277.6632,-1.9608,1025,1066,-2.9942,826.4277,877.4451,-1.9324,1015,1055,-2.3586,860.0621,901.6138,7.208,3739.8844,3236.9942,-5.8535,-4.6063,N/A,-1.9344,6536,740.7706,753.0579,6.5789,3483,3053,-23.6086,282.9426,457.8279,N/A,0.8074,0.5528,294.162,3.3248,1.6277,511.908,5.786,2.9411
QdE8AEszkjNQ4xPBH3vt,1/30/2024,15:32:33,BASEB36,NA,Countermovement Jump,,,857.108,0.4741,266.4795,-0.4005,7308.5714,-5340.6658,2139,249.5601,1626.4057,189.7551,2143,250.0268,1823.5652,212.7579,2139,249.5601,0.311,40.8136,0.175,22.9659,0.276,36.2205,0.645,0.762,133.9831,267.7952,788.334,401.7783,1.9987,-1.0088,-1.5391,1.8027,3.05,3.1706,-1455.9692,-16.6642,-1959.7201,-22.4299,3022.1187,34.5896,63.4221,5541.2415,1.7266,1090,1053,2.6832,835.0229,791.3829,1.6363,1087,1052,0.186,913.4783,910.087,-5.0821,3468.5714,3840,5.2584,0.3709,N/A,-4515.5389,4074,1052.3261,475.3193,19.0967,2426,1648,31.7907,693.4341,358.8919,N/A,0.8465,0.6222,283.977,3.2502,1.5335,504.357,5.7726,3.065
RBtGqFpR96zkj51AjIw2,1/30/2024,15:32:24,BASEB36,NA,Countermovement Jump,,,855.257,0.4852,268.984,-0.373,7226.7442,-5620.036,2096,245.0725,1583.1512,185.1082,2129,248.931,1855.1519,216.9116,2178,254.6603,0.296,40.1084,0.172,23.3062,0.27,36.5854,0.632,0.738,124.5743,271.0041,773.602,395.5784,2.1754,-0.9839,-1.4426,1.7645,3.0853,3.1926,-1368.9159,-15.7018,-1922.1365,-22.0474,3050.7148,34.9924,66.7667,5820.8609,3.8046,1105,1024,6.5831,843.686,739.4651,-1.8365,1069,1109,-0.5057,922.8852,932.2667,-1.8504,3546.5116,3680.2326,12.3864,-0.9958,N/A,-5312.5859,4244,1126.6621,496.2251,-6.032,1994,2250,4.0192,585.9723,540.6897,N/A,0.8564,0.6574,271.6785,3.1162,1.4289,501.9235,5.7572,3.1085
eNyxYmfgdadP2OdLwETJ,1/25/2024,15:37:33,BASEB36,NA,Countermovement Jump,,,874.587,0.4569,266.9399,-0.3742,7511.7647,-5748.2809,2151,245.9447,1636.6529,187.1344,2167,247.7741,1856.0037,212.2149,2147,245.4873,0.299,40.3509,0.17,22.942,0.272,36.7072,0.632,0.741,128.9067,268.0058,783.48,396.9125,2.0791,-0.9469,-1.4483,1.728,2.9942,3.1018,-1378.2121,-15.459,-1749.2669,-19.621,2985.2716,33.485,62.8594,5604.0824,-1.1537,1071,1096,2.9842,842.7471,793.9059,-1.537,1057,1090,-2.6684,903.239,952.7647,-8.8489,3423.5294,4088.2353,5.8476,-5.1881,N/A,-3888.6806,4563,1033.2363,521.732,-5.5884,2154,2409,15.7591,598.0325,435.2038,N/A,0.8529,0.6167,277.5865,3.1136,1.4459,505.8935,5.6745,3.0061
87aTe3sKSfynjjsKRNqx,1/25/2024,15:37:26,BASEB36,NA,Countermovement Jump,,,874.257,0.4526,265.5773,-0.3781,7144.4444,-5707.6192,2158,246.8382,1620.6667,185.3765,2171,248.3251,1856.1439,212.311,2158,246.8382,0.283,38.5559,0.18,24.5232,0.271,36.921,0.639,0.734,133.7082,267.1494,795.1475,400.8576,1.998,-1.0117,-1.5086,1.7169,2.98,3.0817,-1447.8616,-16.2464,-1962.0512,-22.0161,2965.9165,33.2804,62.0318,5528.2103,5.5735,1146,1025,7.6258,872.1278,748.5389,5.0973,1134,1024,0.6113,933.7454,922.3985,3.888,3711.1111,3433.3333,14.1856,1.2385,N/A,-4399.352,6144,1111.1961,702.7682,-2.2786,3002,3142,20.1383,667.4862,443.7099,N/A,0.8706,0.6167,291.0745,3.2661,1.5003,504.073,5.6562,2.9977
cPeXrzVpmbIDnopmF2c1,1/23/2024,15:34:49,BASEB36,NA,Countermovement Jump,,,871.011,0.47,269.6276,-0.3977,7468.9266,-5519.1829,2195,252.006,1610.0169,184.8446,2204,253.0393,1823.8445,209.394,2192,251.6616,0.327,41.5502,0.177,22.4905,0.283,35.9593,0.627,0.787,130.1406,270.7324,801.538,400.8729,2.0803,-0.9856,-1.4687,1.7534,3.0368,3.1448,-1399.4313,-15.7615,-1871.9589,-21.0835,2978.4824,33.546,62.8974,5584.5369,12.2505,1237,967,15.352,928.5932,681.4237,12.3175,1231,961,6.8589,974.47,849.3746,6.354,3971.7514,3497.1751,26.6485,12.855,N/A,-4970.7998,4272,1200.6834,490.4645,-3.9326,2052,2220,31.6803,790.5318,410.1516,N/A,0.7967,0.5972,284.3095,3.2021,1.4657,517.2285,5.8254,3.0492
oOmnhm2WmcDaVroqy2QH,1/23/2024,15:34:41,BASEB36,NA,Countermovement Jump,,,871.738,0.4669,268.9527,-0.3654,7238.3721,-5783.4934,2113,242.3893,1633.8895,187.429,2158,247.5514,1869.6074,214.469,2247,257.7609,0.298,40.2703,0.172,23.2432,0.27,36.4865,0.628,0.74,130.4626,270.4702,786.241,400.9328,2.0732,-0.9594,-1.4757,1.7088,3.0266,3.1373,-1398.9,-15.7424,-1819.7561,-20.4784,3001.8608,33.7811,65.7,5838.2472,5.6534,1140,1018,12.019,915.1337,718.7558,1.2906,1138,1109,5.0258,981.7852,887.8222,-7.3092,3354.6512,3883.7209,21.5265,9.5742,N/A,-4652.982,4036,1153.4605,462.9831,3.6174,2091,1945,-4.7547,549.3087,604.1518,N/A,0.8486,0.6309,280.4015,3.1555,1.4681,505.8395,5.6924,3.0437
